Epoch:  0 |train loss: 1.6112 验证集上准确率： 0.1778291 耗时: 3.792273604000002 s
Epoch:  0 |train loss: 1.6004 验证集上准确率： 0.22979215 耗时: 8.537834741999177 s
Epoch:  0 |train loss: 1.5707 验证集上准确率： 0.28060046 耗时: 13.279377944998487 s
Epoch:  0 |train loss: 1.5121 验证集上准确率： 0.36143187 耗时: 17.92869368599895 s
Epoch:  0 |train loss: 1.5377 验证集上准确率： 0.34988454 耗时: 22.562321505 s
Epoch:  0 |train loss: 1.4222 验证集上准确率： 0.39145496 耗时: 27.08788644499873 s
Epoch:  0 |train loss: 1.6406 验证集上准确率： 0.38683602 耗时: 31.691828403998443 s
Epoch:  0 |train loss: 1.4687 验证集上准确率： 0.47228637 耗时: 36.51199344999986 s
Epoch:  0 |train loss: 1.3526 验证集上准确率： 0.48498845 耗时: 41.05515763499898 s
Epoch:  0 |train loss: 1.4152 验证集上准确率： 0.48845264 耗时: 45.63309422099883 s
Epoch:  0 |train loss: 1.3806 验证集上准确率： 0.4803695 耗时: 50.41130589800014 s
Epoch:  1 |train loss: 1.2956 验证集上准确率： 0.46420324 耗时: 55.121245728998474 s
Epoch:  1 |train loss: 1.3787 验证集上准确率： 0.4907621 耗时: 59.90118665599948 s
Epoch:  1 |train loss: 1.6361 验证集上准确率： 0.45265588 耗时: 64.49302434899982 s
Epoch:  1 |train loss: 1.4243 验证集上准确率： 0.45842957 耗时: 69.2460950859986 s
Epoch:  1 |train loss: 1.3438 验证集上准确率： 0.50461894 耗时: 73.74490617399897 s
Epoch:  1 |train loss: 1.5100 验证集上准确率： 0.4965358 耗时: 78.35083117999966 s
Epoch:  1 |train loss: 1.4295 验证集上准确率： 0.4803695 耗时: 82.9795203099984 s
Epoch:  1 |train loss: 1.4256 验证集上准确率： 0.4803695 耗时: 87.68991196800016 s
Epoch:  1 |train loss: 1.4477 验证集上准确率： 0.5 耗时: 92.42551148099847 s
Epoch:  1 |train loss: 1.3299 验证集上准确率： 0.50230944 耗时: 97.08271432799847 s
Epoch:  1 |train loss: 1.4863 验证集上准确率： 0.52193993 耗时: 101.7862929160001 s
Epoch:  2 |train loss: 1.2851 验证集上准确率： 0.5265589 耗时: 106.13526645399907 s
